year,month,treasury1,treasury2,treasury3,treasury4,treasury5,treasury6,treasury7,treasury8,treasury9,treasury10,muni1,muni2,muni3,muni4,muni5,muni6,muni7,muni8,muni9,muni10,munirf1,munirf2,munirf3,munirf4,munirf5,munirf6,munirf7,munirf8,munirf9,munirf10
1995,2,6.6249,7.0057,7.1581,7.2299,7.2762,7.316,7.3548,7.3932,7.4305,7.4659,5.1676,5.2161,5.2701,5.3288,5.3914,5.4573,5.5258,5.5965,5.6689,5.7425,2.524,3.1696,3.7776,4.3466,4.8753,5.3619,5.7642,6.1251,6.4368,6.7017
1995,3,6.3922,6.6726,6.8134,6.8988,6.965,7.0259,7.0855,7.1442,7.201,7.2552,4.882,4.9473,5.0179,5.0929,5.1716,5.2532,5.3373,5.4232,5.5105,5.599,1.1455,1.9758,2.8161,3.6613,4.5066,5.3468,6.1371,6.9173,7.6776,8.4178
1995,4,6.2216,6.4629,6.6056,6.7005,6.775,6.8429,6.9102,6.979,7.0489,7.1188,4.7542,4.8156,4.8845,4.9595,5.0395,5.1235,5.2106,5.3,5.3911,5.4832,3.8532,4.0626,4.2525,4.4218,4.5687,4.6911,4.7465,4.777,4.7745,4.7406
1995,5,5.9487,6.0854,6.1863,6.2686,6.342,6.4118,6.4803,6.5484,6.6159,6.6824,4.6567,4.7126,4.779,4.8543,4.9371,5.0261,5.1203,5.2186,5.3204,5.4247,3.1282,3.5258,3.9178,4.2995,4.6661,5.0129,5.2952,5.5533,5.7778,5.9689
1995,6,5.6289,5.6654,5.7322,5.8086,5.888,5.9677,6.0463,6.1228,6.1967,6.2675,4.3839,4.453,4.534,4.6247,4.723,4.8274,4.9365,5.0491,5.1643,5.2811,3.5618,3.7025,3.8697,4.0543,4.2482,4.4435,4.5928,4.7343,4.8562,4.9572
1995,9,5.6243,5.7379,5.8253,5.8997,5.9687,6.0361,6.1036,6.1716,6.2396,6.307,4.3079,4.3557,4.422,4.504,4.5993,4.7056,4.8212,4.9442,5.0733,5.2071,2.5235,2.9462,3.3543,3.7436,4.1101,4.4497,4.7184,4.9573,5.1573,5.3196
1995,10,5.5822,5.6507,5.709,5.7636,5.818,5.8739,5.9316,5.9908,6.0508,6.1108,4.3358,4.3858,4.4523,4.5329,4.6253,4.7277,4.8385,4.9561,5.0792,5.2067,2.702,3.1749,3.6238,4.0377,4.4095,4.7346,4.9697,5.1577,5.2917,5.3749
1995,11,5.4188,5.4456,5.514,5.5902,5.6666,5.7406,5.8115,5.8788,5.9424,6.0024,4.3042,4.3684,4.4437,4.528,4.6199,4.7179,4.821,4.9279,5.0378,5.15,2.8804,3.2404,3.5913,3.929,4.2493,4.5482,4.7813,4.9894,5.1634,5.3039
1995,12,5.2882,5.2912,5.3446,5.4113,5.4811,5.5504,5.6176,5.6821,5.7435,5.8018,4.1797,4.2726,4.3699,4.47,4.5716,4.6739,4.7761,4.8777,4.9782,5.0774,3.5536,3.677,3.8239,3.9856,4.1537,4.3209,4.4401,4.5498,4.6388,4.706
1996,1,5.065,5.082,5.1624,5.2566,5.3519,5.4441,5.5318,5.6142,5.6913,5.763,4.1061,4.1832,4.2687,4.3609,4.4583,4.5597,4.6641,4.7708,4.8789,4.9879,2.4485,2.8987,3.3289,3.7363,4.1177,4.4699,4.7495,4.998,5.2068,5.3774
1996,2,4.9203,4.9871,5.1108,5.2467,5.3814,5.5101,5.631,5.7433,5.847,5.9421,3.888,3.983,4.0847,4.1917,4.3023,4.4155,4.5303,4.6458,4.7616,4.877,2.0198,2.5476,3.0489,3.5215,3.9634,4.372,4.7045,5.003,5.2595,5.4756
1996,3,5.371,5.6033,5.752,5.8643,5.9623,6.0553,6.1464,6.2357,6.3225,6.4055,4.2334,4.3075,4.3927,4.487,4.5889,4.6969,4.8098,4.9264,5.0458,5.1671,2.9027,3.3055,3.7027,4.0895,4.4612,4.813,5.1002,5.3633,5.5925,5.7884
1996,4,5.5655,5.8935,6.0682,6.1788,6.2647,6.343,6.4202,6.4977,6.5746,6.6496,4.3978,4.4997,4.6052,4.7131,4.8226,4.933,5.0435,5.1539,5.2636,5.3723,3.2204,3.5498,3.8781,4.1993,4.5075,4.7974,5.0239,5.2269,5.3967,5.5336
1996,5,5.6526,6.0234,6.2229,6.3467,6.4394,6.5209,6.5984,6.6741,6.7476,6.8178,4.4698,4.562,4.6607,4.764,4.8703,4.9786,5.0877,5.1972,5.3063,5.4148,3.2358,3.5545,3.897,4.2555,4.6226,4.991,5.3139,5.6298,5.9273,6.2053
1996,6,5.824,6.2334,6.434,6.5473,6.6273,6.6961,6.7617,6.826,6.8885,6.9482,4.531,4.6256,4.7253,4.8288,4.9352,5.0436,5.1533,5.2638,5.3746,5.4854,3.2451,3.6362,4.0233,4.4012,4.7648,5.1094,5.39,5.647,5.8706,6.0611
1996,7,5.8604,6.2133,6.3877,6.4884,6.5616,6.6261,6.6886,6.7504,6.8111,6.8694,4.4745,4.5679,4.6666,4.7692,4.8745,4.9816,5.0896,5.1979,5.306,5.4134,2.5284,3.118,3.6639,4.1659,4.6232,5.0348,5.3594,5.6401,5.8701,6.0521
1996,8,5.6406,5.9618,6.1356,6.2412,6.3178,6.3842,6.4484,6.5129,6.5777,6.6418,4.3551,4.4294,4.5107,4.5979,4.6899,4.7858,4.8848,4.9863,5.0895,5.194,3.1001,3.448,3.786,4.11,4.4163,4.7008,4.9194,5.1131,5.2726,5.399
1996,9,5.8304,6.1629,6.333,6.4461,6.5358,6.6143,6.686,6.7525,6.8142,6.8713,4.5173,4.5904,4.671,4.7575,4.8485,4.9429,5.0397,5.1381,5.2375,5.3374,3.434,3.7641,4.0798,4.3779,4.6554,4.9087,5.0944,5.2539,5.3784,5.469
1996,10,5.5807,5.8473,6.0133,6.1318,6.2258,6.3068,6.3803,6.4494,6.515,6.5776,4.3506,4.4448,4.5443,4.6479,4.7545,4.8629,4.9725,5.0825,5.1924,5.3016,2.6533,3.068,3.4768,3.8748,4.2574,4.6196,4.9168,5.1894,5.4277,5.6322
1996,11,5.4503,5.6333,5.7589,5.8525,5.9293,5.998,6.0632,6.1271,6.1902,6.2524,4.3,4.3678,4.4453,4.5307,4.6224,4.7193,4.8202,4.9243,5.0307,5.1388,2.4304,3.0469,3.6049,4.1064,4.5529,4.945,5.243,5.4915,5.6845,5.8259
1996,12,5.5022,5.7164,5.8486,5.9401,6.0131,6.0787,6.1421,6.2052,6.268,6.3299,4.3054,4.3779,4.4592,4.5477,4.6419,4.7405,4.8426,4.947,5.053,5.16,3.4612,3.6784,3.8974,4.1134,4.3216,4.517,4.6549,4.7753,4.8687,4.935
1997,1,5.6478,5.93,6.097,6.2035,6.2807,6.3453,6.4059,6.4659,6.5264,6.5869,4.3026,4.3871,4.4769,4.5706,4.6673,4.7658,4.8655,4.9657,5.0658,5.1654,3.4214,3.7269,4.0186,4.2935,4.5483,4.7796,4.9438,5.0822,5.1862,5.2568
1997,2,5.5506,5.8116,5.9687,6.0706,6.1456,6.2089,6.2685,6.3279,6.3879,6.4483,4.2346,4.3064,4.3861,4.472,4.5629,4.6576,4.7551,4.8546,4.9555,5.057,3.5121,3.6986,3.903,4.1174,4.3343,4.5467,4.708,4.8568,4.9821,5.083
1997,3,5.8235,6.1324,6.305,6.4072,6.4758,6.5307,6.5819,6.6336,6.6868,6.7412,4.3971,4.4707,4.551,4.6368,4.7268,4.8201,4.9159,5.0136,5.1125,5.2122,3.6615,3.7772,3.9356,4.1244,4.3326,4.5502,4.7279,4.9024,5.0607,5.2004
1997,4,6.0119,6.3645,6.5368,6.6264,6.6826,6.7285,6.7737,6.8214,6.8714,6.9224,4.7123,4.7705,4.8354,4.9058,4.9807,5.0592,5.1404,5.2239,5.3089,5.3951,3.878,4.0638,4.2647,4.4736,4.6838,4.8889,5.0426,5.1839,5.3021,5.3964
1997,5,5.875,6.1898,6.3457,6.4307,6.4876,6.5362,6.5845,6.6346,6.6862,6.7381,4.6135,4.6682,4.7255,4.7852,4.8468,4.9103,4.9754,5.042,5.1097,5.1786,3.7064,3.9282,4.1602,4.3962,4.6298,4.8552,5.0267,5.1835,5.3152,5.4214
1997,6,5.7355,6.0187,6.1628,6.2423,6.2959,6.3422,6.3892,6.4394,6.4924,6.547,4.4031,4.4541,4.5121,4.5761,4.6452,4.7186,4.7956,4.8756,4.9581,5.0425,3.3271,3.6031,3.8937,4.1899,4.4837,4.7678,4.9953,5.2051,5.3861,5.5377
1997,7,5.6246,5.8173,5.9279,5.9968,6.0471,6.0909,6.1343,6.1795,6.2268,6.2756,4.2435,4.2876,4.342,4.405,4.4753,4.5515,4.6327,4.7178,4.8062,4.8969,3.6103,3.8702,4.1179,4.3504,4.5644,4.7565,4.8831,4.9856,5.0552,5.0929
1997,8,5.6816,5.8712,5.9858,6.0626,6.122,6.1746,6.2256,6.2767,6.3282,6.3793,4.2673,4.3209,4.3828,4.4514,4.5255,4.6041,4.6861,4.7709,4.8576,4.9457,3.1661,3.6002,3.9922,4.343,4.6525,4.9203,5.1054,5.2516,5.3519,5.4093
1997,9,5.6341,5.8246,5.9228,5.9879,6.043,6.0964,6.15,6.2037,6.2562,6.3066,4.2956,4.3288,4.3733,4.4278,4.4909,4.5615,4.6386,4.7213,4.8086,4.8999,3.1532,3.5694,3.9463,4.284,4.5822,4.8403,5.0169,5.1556,5.2492,5.3006
1997,10,5.5833,5.7256,5.7953,5.8451,5.8915,5.9391,5.9883,6.038,6.0869,6.1341,4.2487,4.2983,4.3566,4.4222,4.4941,4.5711,4.6524,4.7373,4.8249,4.9146,3.5414,3.8077,4.0635,4.3053,4.5292,4.7314,4.8681,4.9804,5.0593,5.1058
1997,11,5.5969,5.6771,5.7208,5.7492,5.7738,5.8002,5.8304,5.8648,5.9025,5.9423,4.2686,4.3094,4.3602,4.4196,4.486,4.5582,4.6352,4.716,4.7999,4.8861,3.6757,3.9357,4.1792,4.404,4.6074,4.7864,4.8981,4.9841,5.0361,5.0553
1997,12,5.6281,5.6701,5.6909,5.7046,5.7186,5.7359,5.7574,5.7831,5.812,5.843,4.2363,4.2718,4.3158,4.3671,4.4247,4.4876,4.5551,4.6264,4.701,4.7782,3.5438,3.7828,4.016,4.2393,4.4486,4.6395,4.7681,4.875,4.9509,4.9966
1998,1,5.3358,5.3226,5.3327,5.3582,5.3939,5.4362,5.4824,5.5303,5.5785,5.6256,4.0767,4.1073,4.1466,4.1933,4.2464,4.3047,4.3676,4.4341,4.5037,4.5757,3.2801,3.5299,3.769,3.9945,4.2032,4.3918,4.5166,4.6189,4.6898,4.7303
1998,2,5.3893,5.3835,5.3948,5.4196,5.4546,5.4968,5.5437,5.5931,5.6434,5.6931,4.1107,4.1321,4.1629,4.2019,4.2482,4.3007,4.3588,4.4217,4.4887,4.5592,3.4266,3.6577,3.8831,4.0987,4.3004,4.4842,4.6057,4.7058,4.7752,4.8146
1998,3,5.4764,5.5147,5.5387,5.5593,5.5819,5.609,5.641,5.6772,5.7165,5.7575,4.1518,4.1897,4.2372,4.2932,4.3564,4.4259,4.5006,4.5798,4.6627,4.7487,3.4092,3.6081,3.8122,4.016,4.2141,4.4012,4.5321,4.6467,4.7349,4.7967
1998,4,5.4674,5.5264,5.5428,5.5531,5.5696,5.5947,5.6273,5.6653,5.7062,5.7481,4.2812,4.3074,4.3428,4.3863,4.4371,4.4942,4.5569,4.6244,4.6962,4.7716,3.4151,3.6303,3.8474,4.0615,4.2673,4.4598,4.5941,4.7104,4.7987,4.8593
1998,5,5.4977,5.5544,5.5701,5.5807,5.5976,5.6227,5.6548,5.6916,5.7308,5.7707,4.2379,4.271,4.3147,4.3673,4.4273,4.4935,4.5649,4.6403,4.7191,4.8004,3.6413,3.7674,3.9154,4.0776,4.2464,4.4148,4.5361,4.6488,4.7416,4.8136
1998,6,5.476,5.4855,5.4763,5.4804,5.4942,5.5137,5.536,5.5595,5.5831,5.6062,4.1716,4.1964,4.2321,4.2772,4.3304,4.3904,4.4564,4.5272,4.6022,4.6806,3.5538,3.7208,3.8972,4.0766,4.2531,4.421,4.5347,4.6338,4.7078,4.7566
1998,7,5.3974,5.4349,5.4395,5.4375,5.44,5.4505,5.4689,5.4938,5.5235,5.5558,4.1371,4.1706,4.2132,4.2633,4.3201,4.3823,4.4493,4.5201,4.5942,4.6711,3.6787,3.7844,3.9065,4.0382,4.1729,4.3043,4.3865,4.4585,4.5097,4.5394
1998,8,5.2561,5.2667,5.2659,5.2672,5.2754,5.2919,5.316,5.3462,5.3807,5.4177,4.0401,4.083,4.1335,4.1906,4.2535,4.3212,4.3931,4.4685,4.5468,4.6275,3.4051,3.563,3.7342,3.9117,4.0889,4.2594,4.3773,4.4817,4.5621,4.6179
1998,9,4.852,4.7324,4.676,4.6651,4.6865,4.7301,4.7883,4.8552,4.9264,4.9987,3.9028,3.9329,3.9728,4.0213,4.0773,4.1396,4.2074,4.2799,4.3563,4.436,3.1589,3.3596,3.5645,3.7682,3.9655,4.1511,4.2798,4.3918,4.4769,4.5352
1998,10,4.3281,4.2491,4.2348,4.2675,4.3333,4.4211,4.5223,4.6304,4.7402,4.8478,3.7331,3.7704,3.8166,3.8701,3.9301,3.9956,4.0656,4.1396,4.2168,4.2967,2.9316,3.1119,3.3167,3.5375,3.7662,3.9951,4.177,4.3502,4.5031,4.6344
1998,11,4.6558,4.6237,4.6264,4.6555,4.7042,4.7668,4.8386,4.9158,4.9953,5.0748,3.8086,3.8499,3.9002,3.9582,4.0226,4.0925,4.167,4.2453,4.3267,4.4106,3.2744,3.4095,3.5602,3.719,3.8789,4.0335,4.1365,4.2269,4.2941,4.3373
1998,12,4.6175,4.5532,4.5317,4.5433,4.5796,4.634,4.7009,4.7757,4.8546,4.9348,3.8237,3.8552,3.8972,3.9481,4.0068,4.0721,4.1432,4.2192,4.2994,4.3831,3.3058,3.4318,3.5776,3.7354,3.8978,4.0581,4.1694,4.2706,4.3504,4.4082
1999,1,4.6446,4.6484,4.6392,4.6485,4.6836,4.7413,4.8154,4.8992,4.9872,5.0748,3.7374,3.7788,3.8294,3.8881,3.9539,4.0259,4.1033,4.1853,4.2713,4.3608,3.0046,3.1817,3.3867,3.6099,3.8424,4.076,4.2628,4.4406,4.5977,4.7325
1999,2,4.8056,4.8853,4.9169,4.9449,4.985,5.04,5.1072,5.1821,5.2603,5.338,3.6245,3.6742,3.7346,3.8042,3.8814,3.965,4.0539,4.1471,4.2438,4.3432,2.9332,3.1057,3.3024,3.5147,3.7343,3.9535,4.1251,4.2873,4.4286,4.5477
1999,3,4.9032,5.0454,5.115,5.1652,5.2175,5.2786,5.3482,5.4233,5.5003,5.576,3.7977,3.8419,3.8968,3.9606,4.0317,4.1087,4.1905,4.276,4.3643,4.4548,3.1109,3.246,3.4175,3.6142,3.8259,4.0432,4.2177,4.3864,4.5368,4.6669
1999,4,4.808,4.9517,5.0106,5.0525,5.1024,5.1663,5.2421,5.3255,5.4115,5.4963,3.8469,3.8796,3.9261,3.9842,4.052,4.1279,4.2103,4.2983,4.3906,4.4864,3.1376,3.3015,3.4859,3.6824,3.8833,4.0812,4.2294,4.3662,4.4805,4.5713
1999,5,4.9944,5.2111,5.3266,5.4022,5.4667,5.5316,5.6,5.6712,5.7431,5.8132,3.9489,3.9905,4.0433,4.1055,4.1758,4.2529,4.3357,4.4231,4.5143,4.6085,3.3418,3.4483,3.5914,3.7604,3.9456,4.1379,4.2888,4.4355,4.5656,4.6772
1999,6,5.2827,5.5749,5.7194,5.8024,5.8639,5.9209,5.9791,6.0389,6.0987,6.1563,4.1447,4.2091,4.2799,4.3561,4.4364,4.52,4.6061,4.6938,4.7828,4.8723,3.5889,3.7079,3.856,4.0236,4.202,4.3829,4.5188,4.6474,4.7569,4.8459
1999,7,5.2471,5.491,5.6033,5.6736,5.7366,5.8029,5.8735,5.9456,6.0161,6.082,4.1394,4.2169,4.2992,4.3851,4.4733,4.5629,4.6533,4.7436,4.8336,4.9227,3.3952,3.6112,3.8329,4.0547,4.2714,4.4777,4.6284,4.7634,4.8725,4.9558
1999,8,5.3992,5.6386,5.7565,5.8387,5.9142,5.9897,6.0649,6.1371,6.204,6.2638,4.2644,4.3262,4.3996,4.4824,4.5731,4.6699,4.7717,4.8772,4.9854,5.0955,3.6064,3.7562,3.9274,4.1117,4.3017,4.4901,4.6302,4.7603,4.8693,4.9562
1999,9,5.4316,5.6221,5.7077,5.7784,5.858,5.9474,6.0412,6.1334,6.2197,6.2971,4.308,4.3627,4.4293,4.5058,4.5906,4.6823,4.7795,4.8813,4.9866,5.0945,3.6003,3.7788,3.977,4.1867,4.4,4.6095,4.7686,4.9156,5.0393,5.1389
1999,10,5.5853,5.8177,5.9122,5.9868,6.0694,6.1601,6.2529,6.342,6.4233,6.4945,4.4036,4.4647,4.5378,4.6207,4.7115,4.8088,4.9112,5.0175,5.1267,5.2381,3.7014,3.8571,4.0452,4.2555,4.4784,4.7052,4.8877,5.0634,5.22,5.3558
1999,11,5.6476,5.8092,5.8656,5.908,5.9615,6.0274,6.1004,6.1748,6.2458,6.3103,4.436,4.4978,4.5673,4.6432,4.7243,4.8096,4.8983,4.9896,5.0828,5.1774,3.5737,3.7912,4.0264,4.2711,4.5178,4.7593,4.9489,5.1251,5.277,5.4036
1999,12,5.8966,6.0449,6.0744,6.109,6.1671,6.2416,6.3224,6.4016,6.4745,6.538,4.6389,4.6774,4.7283,4.79,4.861,4.94,5.0258,5.1174,5.2138,5.3142,3.8517,4.0466,4.2604,4.4851,4.7131,4.9374,5.1112,5.2731,5.412,5.5269
2000,1,6.1463,6.3601,6.4214,6.4696,6.5248,6.5835,6.6399,6.6905,6.7333,6.7677,4.7338,4.7901,4.853,4.9215,4.9947,5.0716,5.1516,5.234,5.3182,5.4037,3.9687,4.1472,4.3457,4.556,4.7705,4.9821,5.144,5.2948,5.4232,5.5283
2000,2,6.2978,6.5198,6.5732,6.5926,6.6056,6.615,6.6193,6.6177,6.6101,6.5968,4.7802,4.8204,4.8711,4.9307,4.9977,5.0711,5.1497,5.2327,5.3193,5.4087,3.9554,4.1663,4.3947,4.6316,4.8693,5.1006,5.2789,5.443,5.5822,5.6958
2000,3,6.3186,6.4454,6.448,6.4318,6.4202,6.4144,6.4114,6.4083,6.4033,6.3954,4.7596,4.8067,4.8597,4.9176,4.9796,5.0449,5.113,5.1833,5.2553,5.3287,4.0794,4.2318,4.412,4.6105,4.8184,5.0276,5.1903,5.3444,5.4782,5.5901
2000,4,6.2774,6.3066,6.2486,6.2041,6.1805,6.1702,6.1663,6.1644,6.162,6.158,4.7999,4.8313,4.8691,4.9127,4.9614,5.0146,5.0717,5.1323,5.1958,5.262,4.0545,4.2389,4.437,4.6417,4.8462,5.0441,5.1893,5.3209,5.428,5.5103
2000,5,6.6922,6.7246,6.6644,6.6244,6.6037,6.5922,6.5833,6.5738,6.562,6.5477,5.0056,5.0374,5.0755,5.1192,5.1677,5.2206,5.2772,5.3372,5.4,5.4654,4.2468,4.4066,4.588,4.7825,4.9824,5.1803,5.3293,5.4678,5.5846,5.6785
2000,6,6.4777,6.4412,6.3444,6.2838,6.2528,6.2381,6.2313,6.2275,6.2244,6.2205,4.7498,4.7823,4.822,4.8682,4.92,4.9767,5.0379,5.1028,5.171,5.2421,4.0216,4.1922,4.3804,4.5787,4.7797,4.9769,5.1238,5.2591,5.3718,5.4612
2000,7,6.3683,6.3011,6.2174,6.1671,6.1431,6.1342,6.1326,6.1337,6.135,6.1352,4.5851,4.6064,4.6374,4.6772,4.7251,4.78,4.8413,4.9082,4.9802,5.0566,3.7582,3.9598,4.1832,4.4192,4.6593,4.8959,5.0818,5.2554,5.4054,5.5306
2000,8,6.3318,6.1882,6.0774,6.0149,5.9832,5.9683,5.9619,5.9592,5.9577,5.9559,4.422,4.4436,4.4761,4.5183,4.569,4.6271,4.6917,4.762,4.8371,4.9164,3.603,3.8267,4.0615,4.3004,4.5369,4.7645,4.9373,5.0945,5.2256,5.3302
2000,9,6.201,6.0133,5.9027,5.8613,5.8601,5.879,5.9062,5.9351,5.9623,5.9859,4.4332,4.4565,4.489,4.5297,4.5776,4.6318,4.6915,4.7561,4.8249,4.8974,3.7614,3.925,4.1087,4.3043,4.5037,4.6998,4.8456,4.9798,5.091,5.1785
2000,10,6.1715,5.883,5.7427,5.7016,5.7097,5.7399,5.7782,5.8179,5.8553,5.8887,4.455,4.4836,4.522,4.569,4.6237,4.685,4.7521,4.8243,4.9008,4.981,3.7783,3.9518,4.139,4.3327,4.5261,4.7127,4.8465,4.9664,5.062,5.1325
2000,11,6.138,5.8442,5.7119,5.6709,5.6742,5.6977,5.7297,5.7637,5.7966,5.8266,4.4687,4.4874,4.517,4.5565,4.6047,4.6607,4.7237,4.7929,4.8675,4.9469,3.6286,3.8379,4.056,4.2766,4.4937,4.7015,4.8542,4.9914,5.1028,5.1879
2000,12,5.665,5.3544,5.2155,5.171,5.1777,5.2116,5.2586,5.3107,5.363,5.4129,4.2521,4.2735,4.3074,4.3524,4.4072,4.4707,4.5419,4.6198,4.7037,4.7926,3.4055,3.6458,3.8898,4.1316,4.3659,4.5872,4.7504,4.8953,5.0121,5.1007
2001,1,4.9614,4.8041,4.8114,4.8787,4.9666,5.059,5.1488,5.233,5.3101,5.3796,3.737,3.7741,3.8271,3.894,3.973,4.0626,4.1613,4.2677,4.3807,4.4994,3.0475,3.2735,3.5108,3.7526,3.9924,4.2238,4.4009,4.5628,4.6991,4.8091
2001,2,4.7575,4.6893,4.7458,4.8371,4.936,5.0327,5.1236,5.2071,5.2829,5.351,3.6668,3.7159,3.7799,3.8561,3.9423,4.0367,4.1375,4.2435,4.3533,4.4659,2.9,3.1668,3.4299,3.6843,3.9252,4.148,4.3082,4.4461,4.5523,4.6273
2001,3,4.3834,4.3655,4.4544,4.5724,4.6948,4.8127,4.9225,5.023,5.1139,5.1955,3.6647,3.7162,3.7811,3.8573,3.9434,4.0376,4.1388,4.2457,4.3572,4.4725,2.7833,3.06,3.3311,3.5925,3.84,4.0695,4.2366,4.3821,4.4965,4.5805
2001,4,4.0899,4.2445,4.4298,4.6138,4.7872,4.9468,5.0916,5.2218,5.3379,5.4408,3.7095,3.7908,3.8829,3.9828,4.0884,4.1977,4.3095,4.4224,4.5358,4.6488,2.9389,3.1933,3.4538,3.7128,3.9637,4.2007,4.3782,4.5361,4.6644,4.7631
2001,5,3.9401,4.2985,4.5776,4.806,5.0004,5.1684,5.3145,5.4414,5.5515,5.6466,3.4376,3.5945,3.7459,3.892,4.033,4.1691,4.3005,4.4273,4.5498,4.668,2.5615,2.9093,3.2487,3.5754,3.8852,4.1738,4.397,4.5955,4.7601,4.8914
2001,6,3.7525,4.1479,4.455,4.699,4.9024,5.0757,5.2249,5.3536,5.4644,5.5596,3.2012,3.3864,3.5639,3.7332,3.8944,4.0473,4.1921,4.3291,4.4586,4.5808,2.3232,2.7491,3.1449,3.5097,3.8417,4.1391,4.3596,4.5458,4.6899,4.7939
2001,7,3.6782,4.0756,4.3884,4.6354,4.8402,5.014,5.1632,5.2915,5.402,5.4967,3.1665,3.3487,3.5253,3.6952,3.8577,4.0125,4.1594,4.2985,4.4301,4.5543,2.2578,2.6906,3.0863,3.445,3.7663,4.049,4.2518,4.4178,4.5399,4.6207
2001,8,3.4371,3.7896,4.1126,4.3754,4.5946,4.7812,4.9416,5.0801,5.1997,5.3026,2.895,3.094,3.2829,3.4621,3.6319,3.7929,3.9454,4.09,4.2272,4.3572,1.9122,2.3853,2.8237,3.2266,3.5931,3.9216,4.1703,4.3822,4.5497,4.6752
2001,9,2.7938,3.1713,3.5595,3.8971,4.1873,4.4382,4.6563,4.8461,5.0113,5.1545,2.7813,2.9909,3.1911,3.3821,3.5639,3.7368,3.9011,4.0572,4.2053,4.346,1.7253,2.2113,2.6518,3.0512,3.4117,3.734,3.9774,4.1856,4.3515,4.4776
2001,10,2.2953,2.7796,3.2454,3.6306,3.9506,4.2212,4.453,4.6527,4.825,4.9737,2.5712,2.8195,3.0521,3.2696,3.4729,3.6627,3.84,4.0059,4.1611,4.3065,1.5843,2.111,2.5829,3.0015,3.3681,3.6839,3.9095,4.09,4.22,4.3034
2001,11,2.173,2.8203,3.3456,3.752,4.0777,4.346,4.5705,4.7597,4.9194,5.0539,2.5048,2.7968,3.0612,3.301,3.5189,3.7171,3.8978,4.0628,4.2137,4.3519,1.492,2.0411,2.529,2.9582,3.3311,3.6496,3.875,4.053,4.1785,4.2559
